gene_callers_id	source	accession	function	e_value
23519	COG20_FUNCTION	COG3968	Glutamine synthetase type III (GlnA3)	2.9e-16
23519	COG20_CATEGORY	E	Amino acid transport and metabolism	0
23520	COG20_FUNCTION	COG4446	Uncharacterized conserved protein, DUF1499 family	1.3e-100
23520	COG20_CATEGORY	S	Function unknown	0
23521	COG20_FUNCTION	COG0484	DnaJ-class molecular chaperone with C-terminal Zn finger domain (DnaJ) (PDB:1BQ0)	4.4e-29
23521	COG20_CATEGORY	O	Posttranslational modification, protein turnover, chaperones	0
23522	COG20_FUNCTION	COG0845	Multidrug efflux pump subunit AcrA (membrane-fusion protein) (AcrA) (PDB:1T5E)	4.2e-141
23522	COG20_CATEGORY	M!!!V	Cell wall/membrane/envelope biogenesis!!!Defense mechanisms	0
23523	COG20_FUNCTION	COG0841	Multidrug efflux pump subunit AcrB (AcrB) (PDB:1IWG)	1.2e-216
23523	COG20_CATEGORY	V	Defense mechanisms	0
23524	COG20_FUNCTION	COG0178	Excinuclease UvrABC ATPase subunit (UvrA) (PDB:2R6F)	1.8e-264
23524	COG20_CATEGORY	L	Replication, recombination and repair	0
23525	COG20_FUNCTION	COG0443	Molecular chaperone DnaK (HSP70) (DnaK) (PDB:3I33)	3.6e-249
23525	COG20_CATEGORY	O	Posttranslational modification, protein turnover, chaperones	0
23526	COG20_FUNCTION	COG0824	Acyl-CoA thioesterase FadM (FadM) (PDB:2FUJ)	1.6e-61
23526	COG20_CATEGORY	I	Lipid transport and metabolism	0
23526	COG20_PATHWAY	COG0824	Menaquinone biosynthesis	1.6e-61
23527	COG20_FUNCTION	COG3128	Predicted 2-oxoglutarate- and Fe(II)-dependent dioxygenase YbiX (PiuC) (PDB:3DKQ)	2.4e-09
23527	COG20_CATEGORY	R	General function prediction only	0
23528	COG20_FUNCTION	COG4783	Outer membrane protein chaperone/metalloprotease BepA/YfgC, contains M48 and TPR domains (BepA) (PDB:6AIT) (PUBMED:24003122)	1.4e-07
23528	COG20_CATEGORY	M!!!O	Cell wall/membrane/envelope biogenesis!!!Posttranslational modification, protein turnover, chaperones	0
23529	COG20_FUNCTION	COG4771	Outer membrane receptor for ferrienterochelin and colicins (FepA) (PDB:2HDF) (PUBMED:16468998)	0
23529	COG20_CATEGORY	P	Inorganic ion transport and metabolism	0
23530	COG20_FUNCTION	COG0554	Glycerol kinase (GlpK) (PDB:2ZF5)	7.7e-161
23530	COG20_CATEGORY	C	Energy production and conversion	0
23531	COG20_FUNCTION	COG1283	Na+/phosphate symporter (NptA)	9.1e-222
23531	COG20_CATEGORY	P	Inorganic ion transport and metabolism	0
23532	COG20_FUNCTION	COG0578	Glycerol-3-phosphate dehydrogenase (GlpA) (PDB:2RGH)	3.4e-218
23532	COG20_CATEGORY	C	Energy production and conversion	0
23532	COG20_PATHWAY	COG0578	Isoprenoid biosynthesis	3.4e-218
23533	COG20_FUNCTION	COG3030	FxsA protein affecting phage T7 exclusion by the F plasmid, UPF0716 family (FxsA)	1.9e-25
23533	COG20_CATEGORY	R	General function prediction only	0
23534	COG20_FUNCTION	COG0234	Co-chaperonin GroES (HSP10) (GroES)	8.4e-38
23534	COG20_CATEGORY	O	Posttranslational modification, protein turnover, chaperones	0
23535	COG20_FUNCTION	COG0459	Chaperonin GroEL (HSP60 family) (GroEL) (PDB:1AON)	3.7e-255
23535	COG20_CATEGORY	O	Posttranslational modification, protein turnover, chaperones	0
23536	COG20_FUNCTION	COG1964	C-terminal domain of the GTP 3',8'-cyclase MoaA, radical SAM superfamily (molybdenum cofactor biosynthesis) (MoaA2) (PUBMED:25941396)	9.2e-12
23536	COG20_CATEGORY	H	Coenzyme transport and metabolism	0
23538	COG20_FUNCTION	COG0115	Branched-chain amino acid aminotransferase/4-amino-4-deoxychorismate lyase (IlvE) (PDB:1A3G)	3.1e-52
23538	COG20_CATEGORY	E!!!H	Amino acid transport and metabolism!!!Coenzyme transport and metabolism	0
23538	COG20_PATHWAY	COG0115	Isoleucine, leucine, valine biosynthesis	3.1e-52
23539	COG20_FUNCTION	COG3123	Pyrimidine/purine nucleoside phosphorylase YaiE/PpnP, UPF0345/DUF1255 family (PpnP) (PDB:2OYZ) (PUBMED:27941785)	1.1e-38
23539	COG20_CATEGORY	F	Nucleotide transport and metabolism	0
23540	COG20_FUNCTION	COG0260	Leucyl aminopeptidase (PepB) (PDB:3H8E) (PUBMED:19553197;23825549)	1.4e-229
23540	COG20_CATEGORY	E	Amino acid transport and metabolism	0
23541	COG20_FUNCTION	COG1651	Protein thiol-disulfide isomerase DsbC (DsbG) (PDB:2HI7)	3e-100
23541	COG20_CATEGORY	O	Posttranslational modification, protein turnover, chaperones	0
23542	COG20_FUNCTION	COG0144	16S rRNA C967 or C1407 C5-methylase, RsmB/RsmF family (RsmB) (PDB:2FRX)	2e-165
23542	COG20_CATEGORY	J	Translation, ribosomal structure and biogenesis	0
23542	COG20_PATHWAY	COG0144	16S rRNA modification	2e-165
23544	COG20_FUNCTION	COG2226	Ubiquinone/menaquinone biosynthesis C-methylase UbiE/MenG (UbiE) (PDB:4OBW)	1.5e-104
23544	COG20_CATEGORY	H	Coenzyme transport and metabolism	0
23544	COG20_PATHWAY	COG2226	Biotin biosynthesis	1.5e-104
23545	COG20_FUNCTION	COG1477	FAD:protein FMN transferase ApbE (ApbE) (PDB:1VRM) (PUBMED:23558683;30154099)	7.4e-107
23545	COG20_CATEGORY	H!!!O	Coenzyme transport and metabolism!!!Posttranslational modification, protein turnover, chaperones	0
23547	COG20_FUNCTION	COG2871	Na+-transporting NADH:ubiquinone oxidoreductase, subunit NqrF (NqrF) (PDB:4P6V)	1.7e-234
23547	COG20_CATEGORY	C	Energy production and conversion	0
23547	COG20_PATHWAY	COG2871	Na+-translocating NADH dehydrogenase	1.7e-234
23548	COG20_FUNCTION	COG0459	Chaperonin GroEL (HSP60 family) (GroEL) (PDB:1AON)	1.3e-161
23548	COG20_CATEGORY	O	Posttranslational modification, protein turnover, chaperones	0
23549	COG20_FUNCTION	COG3748	Uncharacterized membrane protein	3.6e-49
23549	COG20_CATEGORY	S	Function unknown	0
23550	COG20_FUNCTION	COG4536	Mg2+ and Co2+ transporter CorB, contains DUF21, CBS pair, and CorC-HlyC domains (CorB) (PUBMED:1779764)	1.5e-77
23550	COG20_CATEGORY	P	Inorganic ion transport and metabolism	0
23552	COG20_FUNCTION	COG0228	Ribosomal protein S16 (RpsP) (PDB:4V4H)	8.8e-24
23552	COG20_CATEGORY	J	Translation, ribosomal structure and biogenesis	0
23552	COG20_PATHWAY	COG0228	Ribosome 30S subunit	8.8e-24
23553	COG20_FUNCTION	COG3509	Acetyl xylan esterase AxeA and related esterases, LpqC family (LpqC) (PDB:2D80) (PUBMED:9291122)	8e-64
23553	COG20_CATEGORY	G	Carbohydrate transport and metabolism	0
23554	COG20_FUNCTION	COG4206	Outer membrane cobalamin receptor protein BtuB (BtuB) (PDB:1NQE)	1.6e-96
23554	COG20_CATEGORY	H	Coenzyme transport and metabolism	0
23556	COG20_FUNCTION	COG1629	Outer membrane receptor protein, Fe transport (CirA) (PDB:1BY3)	5.8e-20
23556	COG20_CATEGORY	P	Inorganic ion transport and metabolism	0
23557	COG20_FUNCTION	COG1131	ABC-type multidrug transport system, ATPase component (CcmA) (PDB:5DO7)	1.3e-92
23557	COG20_CATEGORY	V	Defense mechanisms	0
23558	COG20_FUNCTION	COG0258!!!COG0749	5'-3' exonuclease Xni/ExoIX (flap endonuclease) (ExoIX) (PDB:3ZDA) (PUBMED:19000038;23821668)!!!DNA polymerase I, 3'-5' exonuclease and polymerase domains (PolA) (PDB:1D8Y)	2.4e-277
23558	COG20_CATEGORY	L!!!L	Replication, recombination and repair!!!Replication, recombination and repair	0
23559	COG20_FUNCTION	COG0654	2-polyprenyl-6-methoxyphenol hydroxylase and related FAD-dependent oxidoreductases (UbiH) (PDB:1BF3)	3.9e-158
23559	COG20_CATEGORY	H!!!C	Coenzyme transport and metabolism!!!Energy production and conversion	0
23559	COG20_PATHWAY	COG0654	Ubiquinone biosynthesis	3.9e-158
23560	COG20_FUNCTION	COG0654	2-polyprenyl-6-methoxyphenol hydroxylase and related FAD-dependent oxidoreductases (UbiH) (PDB:1BF3)	1.6e-117
23560	COG20_CATEGORY	H!!!C	Coenzyme transport and metabolism!!!Energy production and conversion	0
23560	COG20_PATHWAY	COG0654	Ubiquinone biosynthesis	1.6e-117
23561	COG20_FUNCTION	COG0006	Xaa-Pro aminopeptidase (PepP) (PDB:1A16)	2.8e-200
23561	COG20_CATEGORY	E	Amino acid transport and metabolism	0
23562	COG20_FUNCTION	COG0841	Multidrug efflux pump subunit AcrB (AcrB) (PDB:1IWG)	2.9e-250
23562	COG20_CATEGORY	V	Defense mechanisms	0
23563	COG20_FUNCTION	COG0845	Multidrug efflux pump subunit AcrA (membrane-fusion protein) (AcrA) (PDB:1T5E)	1.4e-114
23563	COG20_CATEGORY	M!!!V	Cell wall/membrane/envelope biogenesis!!!Defense mechanisms	0
23564	COG20_FUNCTION	COG2217	Cation-transporting P-type ATPase (ZntA) (PDB:4BBJ)	1.1e-83
23564	COG20_CATEGORY	P	Inorganic ion transport and metabolism	0
23565	COG20_FUNCTION	COG4206	Outer membrane cobalamin receptor protein BtuB (BtuB) (PDB:1NQE)	7.8e-93
23565	COG20_CATEGORY	H	Coenzyme transport and metabolism	0
23566	COG20_FUNCTION	COG0031	Cysteine synthase (CysK) (PDB:1FCJ)	1.4e-127
23566	COG20_CATEGORY	E	Amino acid transport and metabolism	0
23566	COG20_PATHWAY	COG0031	Cysteine biosynthesis	1.4e-127
23568	COG20_FUNCTION	COG1546	Nicotinamide mononucleotide (NMN) deamidase PncC (PncC) (PDB:2A9S)	2.6e-31
23568	COG20_CATEGORY	H	Coenzyme transport and metabolism	0
23568	COG20_PATHWAY	COG1546	NAD biosynthesis	2.6e-31
23569	COG20_FUNCTION	COG4567	DNA-binding response regulator, ActR/RegA family, consists of REC and Fis-type HTH domains (PDB:3RQI)	2e-33
23569	COG20_CATEGORY	T!!!K	Signal transduction mechanisms!!!Transcription	0
23574	COG20_FUNCTION	COG2827	Predicted endonuclease, GIY-YIG superfamily (YhbQ) (PDB:1YWL)	2.2e-21
23574	COG20_CATEGORY	L	Replication, recombination and repair	0
23579	COG20_FUNCTION	COG4701	Uncharacterized conserved protein	8.9e-07
23579	COG20_CATEGORY	S	Function unknown	0
23580	COG20_FUNCTION	COG0774	UDP-3-O-acyl-N-acetylglucosamine deacetylase (LpxC) (PDB:1P42)	2.6e-138
23580	COG20_CATEGORY	M	Cell wall/membrane/envelope biogenesis	0
23580	COG20_PATHWAY	COG0774	Lipid A biosynthesis	2.6e-138
23581	COG20_FUNCTION	COG0206	Cell division GTPase FtsZ (FtsZ) (PDB:1FSZ)	7.7e-175
23581	COG20_CATEGORY	D	Cell cycle control, cell division, chromosome partitioning	0
23582	COG20_FUNCTION	COG0849	Cell division ATPase FtsA (FtsA) (PDB:3WT0)	5e-176
23582	COG20_CATEGORY	D	Cell cycle control, cell division, chromosome partitioning	0
23583	COG20_FUNCTION	COG0210	Superfamily I DNA or RNA helicase (UvrD) (PDB:6PPR)	6.3e-102
23583	COG20_CATEGORY	L	Replication, recombination and repair	0
23584	COG20_FUNCTION	COG2203!!!COG5001	GAF domain (GAF)!!!Cyclic di-GMP metabolism protein, combines GGDEF and EAL domains with a 6TM membrane domain	0
23584	COG20_CATEGORY	T!!!T	Signal transduction mechanisms!!!Signal transduction mechanisms	0
23585	COG20_FUNCTION	COG3245	Cytochrome c5 (CytC5) (PDB:1CC5)	3.5e-64
23585	COG20_CATEGORY	C	Energy production and conversion	0
23586	COG20_FUNCTION	COG1132	ABC-type multidrug transport system, ATPase and permease component (MdlB) (PDB:2HYD)	8.5e-124
23586	COG20_CATEGORY	V	Defense mechanisms	0
23587	COG20_FUNCTION	COG1624	c-di-AMP synthetase, contains DisA_N domain (DisA) (PDB:2FB5)	8.3e-96
23587	COG20_CATEGORY	T	Signal transduction mechanisms	0
23588	COG20_FUNCTION	COG0294	Dihydropteroate synthase (FolP) (PDB:1AD1)	1.5e-100
23588	COG20_CATEGORY	H	Coenzyme transport and metabolism	0
23588	COG20_PATHWAY	COG0294	Folate biosynthesis	1.5e-100
23590	COG20_FUNCTION	COG2259	Uncharacterized membrane protein YphA, DoxX/SURF4 family (DoxX)	7.4e-93
23590	COG20_CATEGORY	S	Function unknown	0
23591	COG20_FUNCTION	COG3346	Cytochrome oxidase assembly protein ShyY1 (Shy1)	4.3e-17
23591	COG20_CATEGORY	O	Posttranslational modification, protein turnover, chaperones	0
23593	COG20_FUNCTION	COG1845	Heme/copper-type cytochrome/quinol oxidase, subunit 3 (CyoC) (PDB:1QLE)	2.6e-93
23593	COG20_CATEGORY	C	Energy production and conversion	0
23594	COG20_FUNCTION	COG3175	Cytochrome c oxidase assembly protein Cox11 (COX11) (PDB:1SO9)	1.5e-41
23594	COG20_CATEGORY	C!!!O	Energy production and conversion!!!Posttranslational modification, protein turnover, chaperones	0
23595	COG20_FUNCTION	COG0843	Heme/copper-type cytochrome/quinol oxidase, subunit 1 (CyoB) (PDB:1AR1)	2.7e-263
23595	COG20_CATEGORY	C	Energy production and conversion	0
23598	COG20_FUNCTION	COG0317	(p)ppGpp synthase/hydrolase, HD superfamily (SpoT) (PDB:1TDJ)	2.6e-34
23598	COG20_CATEGORY	T!!!K	Signal transduction mechanisms!!!Transcription	0
23599	COG20_FUNCTION	COG0535	Radical SAM superfamily maturase, SkfB/NifB/PqqE family (SkfB) (PDB:6Q2P) (PUBMED:23282011)	6.7e-26
23599	COG20_CATEGORY	D!!!H	Cell cycle control, cell division, chromosome partitioning!!!Coenzyme transport and metabolism	0
23602	COG20_FUNCTION	COG0740	ATP-dependent protease ClpP, protease subunit (ClpP) (PDB:1TG6)	4.5e-70
23602	COG20_CATEGORY	O	Posttranslational modification, protein turnover, chaperones	0
23604	COG20_FUNCTION	COG0815	Apolipoprotein N-acyltransferase (Lnt) (PDB:6NWR)	1.7e-54
23604	COG20_CATEGORY	M	Cell wall/membrane/envelope biogenesis	0
23605	COG20_FUNCTION	COG0168	Trk-type K+ transport system, membrane component (TrkG) (PDB:3PJZ)	4.3e-223
23605	COG20_CATEGORY	P	Inorganic ion transport and metabolism	0
23606	COG20_FUNCTION	COG2227	2-polyprenyl-3-methyl-5-hydroxy-6-metoxy-1,4-benzoquinol methylase (UbiG) (PDB:1BHJ)	1.4e-47
23606	COG20_CATEGORY	H	Coenzyme transport and metabolism	0
23606	COG20_PATHWAY	COG2227	Ubiquinone biosynthesis	1.4e-47
23607	COG20_FUNCTION	COG0254	Ribosomal protein L31 (RpmE) (PDB:1VS6)	1.2e-27
23607	COG20_CATEGORY	J	Translation, ribosomal structure and biogenesis	0
23607	COG20_PATHWAY	COG0254	Ribosome 50S subunit	1.2e-27
23608	COG20_FUNCTION	COG5009	Membrane carboxypeptidase/penicillin-binding protein (MrcA) (PDB:3D0F)	3.3e-73
23608	COG20_CATEGORY	M	Cell wall/membrane/envelope biogenesis	0
23609	COG20_FUNCTION	COG0465	ATP-dependent Zn proteases (HflB) (PDB:1LV7)	7.8e-157
23609	COG20_CATEGORY	O	Posttranslational modification, protein turnover, chaperones	0
23610	COG20_FUNCTION	COG0293	23S rRNA U2552 (ribose-2'-O)-methylase RlmE/FtsJ (RlmE) (PDB:1EIZ) (PUBMED:10769117)	3.2e-28
23610	COG20_CATEGORY	J	Translation, ribosomal structure and biogenesis	0
23610	COG20_PATHWAY	COG0293	23S rRNA modification	3.2e-28
23611	COG20_FUNCTION	COG0782	Transcription elongation factor, GreA/GreB family (GreA) (PDB:1GRJ)	1.9e-42
23611	COG20_CATEGORY	K	Transcription	0
23612	COG20_FUNCTION	COG0458	Carbamoylphosphate synthase large subunit (CarB) (PDB:1C30)	1e-171
23612	COG20_CATEGORY	E!!!F	Amino acid transport and metabolism!!!Nucleotide transport and metabolism	0
23612	COG20_PATHWAY	COG0458	Arginine biosynthesis	1e-171
23613	COG20_FUNCTION	COG0057	Glyceraldehyde-3-phosphate dehydrogenase/erythrose-4-phosphate dehydrogenase (GapA) (PDB:3ZDF)	1.1e-68
23613	COG20_CATEGORY	G	Carbohydrate transport and metabolism	0
23613	COG20_PATHWAY	COG0057	Glycolysis	1.1e-68
23614	COG20_FUNCTION	COG1726	Na+-transporting NADH:ubiquinone oxidoreductase, subunit NqrA (NqrA) (PDB:4P6V)	1.3e-101
23614	COG20_CATEGORY	C	Energy production and conversion	0
23614	COG20_PATHWAY	COG1726	Na+-translocating NADH dehydrogenase	1.3e-101
23615	COG20_FUNCTION	COG1805	Na+-transporting NADH:ubiquinone oxidoreductase, subunit NqrB (NqrB) (PDB:4P6V)	9.2e-134
23615	COG20_CATEGORY	C	Energy production and conversion	0
23615	COG20_PATHWAY	COG1805	Na+-translocating NADH dehydrogenase	9.2e-134
23616	COG20_FUNCTION	COG2869	Na+-transporting NADH:ubiquinone oxidoreductase, subunit NqrC (NqrC) (PDB:4P6V)	8.8e-47
23616	COG20_CATEGORY	C	Energy production and conversion	0
23616	COG20_PATHWAY	COG2869	Na+-translocating NADH dehydrogenase	8.8e-47
23617	COG20_FUNCTION	COG4579	Isocitrate dehydrogenase kinase/phosphatase (AceK) (PDB:3EPS)	7.3e-100
23617	COG20_CATEGORY	T	Signal transduction mechanisms	0
23618	COG20_FUNCTION	COG0684	RNA degradosome component RraA (regulator of RNase E activity) (RraA) (PDB:1J3L) (PUBMED:20471400)	1e-64
23618	COG20_CATEGORY	J	Translation, ribosomal structure and biogenesis	0
23619	COG20_FUNCTION	COG2225	Malate synthase (AceB) (PDB:1D8C)	0
23619	COG20_CATEGORY	C	Energy production and conversion	0
23619	COG20_PATHWAY	COG2225	TCA cycle, glyoxylate bypass	0
23621	COG20_FUNCTION	COG3803	Uncharacterized conserved protein, DUF924 family (PDB:2I6H)	5.3e-10
23621	COG20_CATEGORY	S	Function unknown	0
23623	COG20_FUNCTION	COG0773	UDP-N-acetylmuramate-alanine ligase MurC and related ligases, MurC/Mpl family (MurC)	1.1e-196
23623	COG20_CATEGORY	M	Cell wall/membrane/envelope biogenesis	0
23623	COG20_PATHWAY	COG0773	Mureine biosynthesis	1.1e-196
23624	COG20_FUNCTION	COG0812	UDP-N-acetylenolpyruvoylglucosamine reductase (MurB) (PDB:2MBR)	1.1e-101
23624	COG20_CATEGORY	M	Cell wall/membrane/envelope biogenesis	0
23624	COG20_PATHWAY	COG0812	Mureine biosynthesis	1.1e-101
23625	COG20_FUNCTION	COG1181	D-alanine-D-alanine ligase or related ATP-grasp enzyme (DdlA) (PDB:1E4E)	7.3e-107
23625	COG20_CATEGORY	M!!!R	Cell wall/membrane/envelope biogenesis!!!General function prediction only	0
23625	COG20_PATHWAY	COG1181	Mureine biosynthesis	7.3e-107
23626	COG20_FUNCTION	COG1589	Cell division septal protein FtsQ (FtsQ) (PDB:1YR1)	1.2e-17
23626	COG20_CATEGORY	D	Cell cycle control, cell division, chromosome partitioning	0
23628	COG20_FUNCTION	COG0668	Small-conductance mechanosensitive channel (MscS) (PDB:2OAU)	3.2e-198
23628	COG20_CATEGORY	M	Cell wall/membrane/envelope biogenesis	0
23629	COG20_FUNCTION	COG0204	1-acyl-sn-glycerol-3-phosphate acyltransferase (PlsC) (PDB:1IUQ)	2.3e-142
23629	COG20_CATEGORY	I	Lipid transport and metabolism	0
23629	COG20_PATHWAY	COG0204	Phospholipid biosynthesis	2.3e-142
23630	COG20_FUNCTION	COG0204	1-acyl-sn-glycerol-3-phosphate acyltransferase (PlsC) (PDB:1IUQ)	3.1e-150
23630	COG20_CATEGORY	I	Lipid transport and metabolism	0
23630	COG20_PATHWAY	COG0204	Phospholipid biosynthesis	3.1e-150
23631	COG20_FUNCTION	COG1835	Peptidoglycan/LPS O-acetylase OafA/YrhL, contains acyltransferase and SGNH-hydrolase domains (OafA)	3.2e-133
23631	COG20_CATEGORY	M	Cell wall/membrane/envelope biogenesis	0
23632	COG20_FUNCTION	COG0518!!!COG0519	GMP synthase, glutamine amidotransferase domain (GuaA1) (PDB:4WIM)!!!GMP synthase, PP-ATPase domain/subunit (GuaA2) (PDB:4WIM)	1.6e-212
23632	COG20_CATEGORY	F!!!F	Nucleotide transport and metabolism!!!Nucleotide transport and metabolism	0
23632	COG20_PATHWAY	COG0518!!!COG0519	Purine biosynthesis!!!Purine biosynthesis	1.6e-212
23633	COG20_FUNCTION	COG1036	Archaeal flavoprotein (AfpA) (PDB:3WIS)	3.3e-35
23633	COG20_CATEGORY	C	Energy production and conversion	0
23634	COG20_FUNCTION	COG1252	NADH dehydrogenase, FAD-containing subunit (Ndh) (PDB:5NA4)	1.4e-185
23634	COG20_CATEGORY	C	Energy production and conversion	0
23635	COG20_FUNCTION	COG0187	DNA gyrase/topoisomerase IV, subunit B (GyrB) (PDB:1EI1)	4.8e-299
23635	COG20_CATEGORY	L	Replication, recombination and repair	0
23636	COG20_FUNCTION	COG0587	DNA polymerase III, alpha subunit (DnaE) (PDB:2HNH)	0
23636	COG20_CATEGORY	L	Replication, recombination and repair	0
23637	COG20_FUNCTION	COG0452	Phosphopantothenoylcysteine synthetase/decarboxylase CoaBC (CoaBC) (PDB:3QJG)	6.3e-38
23637	COG20_CATEGORY	H	Coenzyme transport and metabolism	0
23637	COG20_PATHWAY	COG0452	Pantothenate/CoA biosynthesis	6.3e-38
23638	COG20_FUNCTION	COG1143	Formate hydrogenlyase subunit 6/NADH:ubiquinone oxidoreductase 23 kD subunit (chain I) (NuoI) (PDB:1B0P)	1.7e-34
23638	COG20_CATEGORY	C	Energy production and conversion	0
23638	COG20_PATHWAY	COG1143	NADH dehydrogenase	1.7e-34
23639	COG20_FUNCTION	COG3450	Predicted enzyme of the cupin superfamily (PDB:1LKN)	1.2e-43
23639	COG20_CATEGORY	R	General function prediction only	0
23641	COG20_FUNCTION	COG0450	Alkyl hydroperoxide reductase subunit AhpC (peroxiredoxin) (AhpC) (PDB:2RII)	2.9e-83
23641	COG20_CATEGORY	V	Defense mechanisms	0
23642	COG20_FUNCTION	COG0495	Leucyl-tRNA synthetase (LeuS) (PDB:6LPF)	8.3e-143
23642	COG20_CATEGORY	J	Translation, ribosomal structure and biogenesis	0
23642	COG20_PATHWAY	COG0495	Aminoacyl-tRNA synthetases	8.3e-143
23643	COG20_FUNCTION	COG0799	Ribosomal silencing factor RsfS, regulates association of 30S and 50S subunits (RsfS) (PDB:6SJ6)	1.3e-21
23643	COG20_CATEGORY	J	Translation, ribosomal structure and biogenesis	0
23644	COG20_FUNCTION	COG1576	23S rRNA pseudoU1915 N3-methylase RlmH (RlmH) (PDB:1NS5)	9.1e-26
23644	COG20_CATEGORY	J	Translation, ribosomal structure and biogenesis	0
23644	COG20_PATHWAY	COG1576	23S rRNA modification	9.1e-26
23645	COG20_FUNCTION	COG0768	Cell division protein FtsI, peptidoglycan transpeptidase (Penicillin-binding protein 2) (FtsI) (PDB:6HZQ)	2.2e-115
23645	COG20_CATEGORY	D!!!M	Cell cycle control, cell division, chromosome partitioning!!!Cell wall/membrane/envelope biogenesis	0
23646	COG20_FUNCTION	COG0772	Peptodoglycan polymerase FtsW/RodA/SpoVE (FtsW) (PDB:6BAR) (PUBMED:30692671)	3.2e-64
23646	COG20_CATEGORY	D	Cell cycle control, cell division, chromosome partitioning	0
23648	COG20_FUNCTION	COG0417	DNA polymerase B elongation subunit (PolB) (PDB:6P1H)	1.4e-62
23648	COG20_CATEGORY	L	Replication, recombination and repair	0
23650	COG20_FUNCTION	COG2931	Ca2+-binding protein, RTX toxin-related (PDB:1AF0) (PUBMED:15135544)	9.9e-32
23650	COG20_CATEGORY	Q	Secondary metabolites biosynthesis, transport and catabolism	0
23651	COG20_FUNCTION	COG0545	FKBP-type peptidyl-prolyl cis-trans isomerase (FkpA) (PDB:1A7X)	1.4e-41
23651	COG20_CATEGORY	O	Posttranslational modification, protein turnover, chaperones	0
23652	COG20_FUNCTION	COG1428	Deoxyadenosine/deoxycytidine kinase (Dck) (PDB:1J90)	1.5e-105
23652	COG20_CATEGORY	F	Nucleotide transport and metabolism	0
23656	COG20_FUNCTION	COG2233	Xanthine/uracil permease (UraA) (PDB:3QE7)	1.3e-109
23656	COG20_CATEGORY	F	Nucleotide transport and metabolism	0
23656	COG20_PATHWAY	COG2233	Pyrimidine degradation	1.3e-109
23657	COG20_FUNCTION	COG1629	Outer membrane receptor protein, Fe transport (CirA) (PDB:1BY3)	1.3e-104
23657	COG20_CATEGORY	P	Inorganic ion transport and metabolism	0
23658	COG20_FUNCTION	COG0318	O-succinylbenzoic acid-CoA ligase MenE or related acyl-CoA synthetase (AMP-forming) (MenE/FadK) (PDB:5EY9) (PUBMED:25151136;27455459)	5.7e-13
23658	COG20_CATEGORY	I	Lipid transport and metabolism	0
23658	COG20_PATHWAY	COG0318	Menaquinone biosynthesis	5.7e-13
23659	COG20_FUNCTION	COG0529!!!COG1056	Adenylylsulfate kinase or related kinase (CysC) (PDB:2GKS)!!!Nicotinamide mononucleotide adenylyltransferase (NadR) (PDB:1LW7)	6.2e-27
23659	COG20_CATEGORY	P!!!H	Inorganic ion transport and metabolism!!!Coenzyme transport and metabolism	0
23659	COG20_PATHWAY	COG0529!!!COG1056	Cysteine biosynthesis!!!NAD biosynthesis	6.2e-27
23666	COG20_FUNCTION	COG0582	Integrase/recombinase, includes phage integrase (FimB)	6.3e-74
23666	COG20_CATEGORY	L!!!X	Replication, recombination and repair!!!Mobilome: prophages, transposons	0
23667	COG20_FUNCTION	COG3311	DNA-binding transcriptional regulator AlpA (AlpA)	6.2e-29
23667	COG20_CATEGORY	K!!!X	Transcription!!!Mobilome: prophages, transposons	0
23669	COG20_FUNCTION	COG1414	DNA-binding transcriptional regulator, IclR family (IclR) (PDB:1MKM)	8.8e-101
23669	COG20_CATEGORY	K	Transcription	0
23670	COG20_FUNCTION	COG2224	Isocitrate lyase (AceA) (PDB:1DQU)	3.5e-240
23670	COG20_CATEGORY	C	Energy production and conversion	0
23670	COG20_PATHWAY	COG2224	TCA cycle, glyoxylate bypass	3.5e-240
23671	COG20_FUNCTION	COG4579	Isocitrate dehydrogenase kinase/phosphatase (AceK) (PDB:3EPS)	5.8e-213
23671	COG20_CATEGORY	T	Signal transduction mechanisms	0
23672	COG20_FUNCTION	COG1629!!!COG4771	Outer membrane receptor protein, Fe transport (CirA) (PDB:1BY3)!!!Outer membrane receptor for ferrienterochelin and colicins (FepA) (PDB:2HDF) (PUBMED:16468998)	0
23672	COG20_CATEGORY	P!!!P	Inorganic ion transport and metabolism!!!Inorganic ion transport and metabolism	0
23673	COG20_FUNCTION	COG0665	Glycine/D-amino acid oxidase (deaminating) (DadA) (PDB:3AWI)	1.1e-86
23673	COG20_CATEGORY	E	Amino acid transport and metabolism	0
23674	COG20_FUNCTION	COG1230	Co/Zn/Cd efflux system component (CzcD)	5.1e-29
23674	COG20_CATEGORY	P	Inorganic ion transport and metabolism	0
23675	COG20_FUNCTION	COG0640	DNA-binding transcriptional regulator, ArsR family (ArsR) (PDB:3F6V)	2.7e-17
23675	COG20_CATEGORY	K	Transcription	0
23676	COG20_FUNCTION	COG2217	Cation-transporting P-type ATPase (ZntA) (PDB:4BBJ)	1.1e-189
23676	COG20_CATEGORY	P	Inorganic ion transport and metabolism	0
23677	COG20_FUNCTION	COG3164	Uncharacterized conserved protein YhdP, contains DUF3971 and AsmA2 domains (YhdR)	3.6e-137
23677	COG20_CATEGORY	S	Function unknown	0
23678	COG20_FUNCTION	COG0312	Zn-dependent protease PmbA/TldA or its inactivated homolog (TldD) (PDB:3TV9) (PUBMED:12029038)	1.7e-88
23678	COG20_CATEGORY	R	General function prediction only	0
